row,recommendationid,review_text,bugs_crashes,developer_conduct,difficulty_punishing,monetization_dlc,npc_ai_pathing,opacity_teaching,performance,procgen_hollow,rng_unfair,shallow_repetitive,taste_mismatch,tedium_grind,ui_controls,unfinished_abandoned,update_regression,non_substantive
92,218593999,"I don't recommend this game. Because it's bad ? no. because it lacks gameplay mechanics ? nope. Oh because of the artstyle ! still nope I don't recommend it sadly because it's broken, (what will follow is only one of the many examples i had) I just did a case where i had to identify a target, and then steal a secret envelope from his company i manage with the little clues i had to indentify rather easily my target, i found out where he work and went there at night, i then got inside and manage to obtain the secret documents, but when i place them near a dinner's jukebox like i was asked too i simply can't end the case, i can only close it (with no rewards) and when i check none of the objectives are done You'll tell me that by coincidence i found another document for another case and that the guy i found wasn't actually my target but i have proofs it's not (lol im a video game detective IRL too now...neat) the clue to identify my target was he lived at the 9th floor of a specific building (dont remember the name) and had black hair and glasses the guy i found was the only one living on this floor that matches perfectly those clues (and the other ones i didn't mention) so it's not a mistake. Sadly, the game is broken and i really hope the devs can fix this as soon as possible, i don't mean any harm to them with this bad review, it's just my way to give them feedback and tell y'all to wait until it's fixed. anyway i'll stop yappin, have a nice day/night :]",,,,,,,,,,,,,,,,
93,223934718,"I like this game. Its good. Sufficiently complex, a lot of fun. War on land can be forgiven, its actually an interesting way of doing it and not as bad as I thought it was going to be. War on the water... can not be forgiven. Fleets can't stop an army from landing and attacking your force? Enemy transports can steam through a sea node your fleet is stationed at? What the ♥♥♥♥ is the point of a navy? Naval matters in the 19th century according to paradox is irrelevant. This is the LEAST historical institution I've seen in any paradox game, and I played Vic 1, 2, EU3, Hoi3, and so on. Nothing about the naval system in vic 3 makes sense. All they had to do was give us EU4 navies. Instead they chopped up mechanics that worked and frankensteined them into something unusable, unintuitive, stupid, rendering naval warfare mechanics pointless- Just like they did to Navies from Hoi3-?Hoi4, but somehow, this is ten times worse. At least sea control in Hoi4 intuitively will stop an enemy invasion even if its completely abstracted away, this is abstracted away and doesn't even stop anything. What is the point? This is YEARS after release of Vic3. Is there anyone at the helm? Did you fall asleep at your post Paradox? After Rule the Waves came out or w/e its called, Victoria 2 is still the better game.",,,,,,,,,,,,,,,,
94,224609546,Insane grind with minimal story,,,,,,,,,,,,,,,,
95,231004509,The game is fun but has so many small issue that add up to make it not worth buying. Almost every aspect/mechanic in the game feels shallow or like a proof of concept rather than an actual game or mechanic to engage with. I feel like there is a cycle I go through where the idea of playing sounds amazing so I start up a new colony and only a few hours in I'm reminded of all the small design choices that make me stop playing. So I'll try modding the game to state that feel playable but it always feel like just a coat of paint over a crumbling house. Honestly this games core systems could use a full rework.,,,,,,,,,,,,,,,,
96,224520111,"Tl;dr: If you enjoy playing a game with dozens of wiki tabs open, you'll feel right at home. The idea of the game is amazing in theory. Resource management, engage with NPCs, do a few quests here and there while upgrading your homebase. But the elephant in the room is how poorly it presents the game's functionalities to the player. When I got stuck for the first time, I was thinking ""Oh, maybe that was on me"". But on the second half of the game and beyond it just becomes way too annoying to ignore. The entire alchemy system has WAY too many items and takes you an eternity to produce the right materials, to the point where it was just better to buy the reagents or potions from NPCs instead of making them myself, defeating the entire point of having over 8 different tables and contraptions for this very purpose. The other gigantic issue the game had was how tedious the week system works. You receive a quest from an NPC on a ""Monday""? Great, you have to deliver it to the guy who only appears on a ""Sunday"", who will ask you for a week until he gives you a proper answer, followed by saying ""Yeah, cool, but you need to talk to my friend who only appears in town on 'Saturday', so have fun waiting an entire week."" It made a chunk of the game unpleasant to play.",,,,,,,,,,,,,,,,
97,215074720,You look at 20 cross section levels of trees and everything else in the world. uh uh. Returned it.,,,,,,,,,,,,,,,,
98,215375668,"Was incredibly fun to play at first. Compelling setting and excellent early game this has the bones of something that can be truly great. My biggest issue is that the late game breaks down and is a far cry from how fun and appealing the early game is. It gets to a point where you really are just auto attacking everything permeated by long bouts of gigantic inventory management and vendor cloning which are almost a requirement for decent endgame gear if you value your time at all and in the late game it feels like the only things that can even hurt you are enemies with permanent stat drains or enemies either designed or procedurally generated to be absurdly difficult and everything else is a complete pushover with little middle ground. In addition, the discourse and politics surrounding this game even if I can agree with or at least respect the idea of much of the premises of it is built on, it has undeniably has gotten out of hand and wildly toxic to a shocking extent. If you are looking for a game that scratches the same itch, Tales of Maj'Eyal does a much better job in my opinion with a much nicer community.",,,,,,,,,,,,,,,,
99,230931206,"played a lot of sandbox games like this before, demo was very fun, but going into the real game it is so complicated. i can see why people have hundreds and thousands of hours, because it takes you hundreds just to learn the basics. very time consuming and (imo) not much upside",,,,,,,,,,,,,,,,
100,228985254,Not a big fan of the game,,,,,,,,,,,,,,,,
101,229083355,"Well not many hours but a huge issue. Runing it in 4k is an imposible task due to hell know what as 1/3 of bottom of screen just dont work you cant even move mouse there like there is invisible wall, Runs perfect at 1080p however im not downscaling to that on 4k monitor just be serious its enought pixeleted game and it would only make it worst. L and W Float aint fixing it they just make it worst. So game maybe good but technicall issues such as this in game that came out in 2020 and should support 2k and 4k resolutions its just pathetic.... i would understand if it was 1990 game or early 2000 but 2020. I did even consider refund but solution to the problem is a PLAYING IN WINDOW MODE.... like what the fk? So if you wanna run it on something that has higher specs than 2005pc and 2006 monitor then expect issues",,,,,,,,,,,,,,,,
102,224023783,"I keep returning to this game because on paper it is the greatest game ever made. But single everytime I leave because the inconsistencies break the immersion and leave me frustrated. This game have a complete economy in detail, with dozens and dozens of different kind of rocks and materials, different types of manifacture to make what you need. But a single 3x3 farm can feed 50 dwarves. This game simulate and tracks ever single digit of every dwarf, and every single thought and preference. But an angry baby can (and will) punch multiple adults to death, and nobody will say or do anything. This game generate keeps track of every single living thing on the world. But a lake of magma won't heat up adjacent frozen water. This game calculate the hardness of materials, the weight and elasticity of every material to calculate the impact and damage of combat and incidents. But a whip cut steel armors in half.",,,,,,,,,,,,,,,,
103,202446505,"i just could not get into this, and i have 939 hours in stardew valley. that's saying something. if that is about me or this game is up for discussion tho",,,,,,,,,,,,,,,,
104,213473539,"A game with this kind of atmosphere and ambitious gameplay only occurs every once in a while - which makes it all the more disappointing as to how this turned out. Throughout early access it was a promising, if buggy, piece of art. But then the developers rushed a 1.0 release - and not only did not fix many game-breaking bugs, but introduced new ones, completely ignored their promise of integrating Steam Workshop, and over night this game went from ""keep on your radar"" to ""basically abandonware"". I truly hope that some day, a more competent team of developers will take the idea of a procedurally generated sleuthing game and actually finish it.",,,,,,,,,,,,,,,,
105,214577472,So much wasted potential. Game is so broken it borders an unplayable state.,,,,,,,,,,,,,,,,
106,231187028,"Very difficult to get into when there is no tutorial, really hard to navigate without spending hours",,,,,,,,,,,,,,,,
107,213736526,"I really want to like this game as it's such a promising idea but the execution is so half-baked it's impossible to play without getting frustrated. The developer made some terrible design decisions early on and rather than taking the time to resolve them, they rushed 1.0 so they could cash out and walk away. While there has been a few updates since 1.0, they are highly gimmicky and reek of the developer doing the bare minimum to meet contractual obligations with their publisher. I hope one day this game is actually finished and I'll be keeping my eye on it, but I can't recommend anyone waste money on it in it's current form.",,,,,,,,,,,,,,,,
108,191266546,"When I boot up a fantasy story or a game on that genre, I expect characters with different classes (swordsman, thief, mage...) to represent different backgrounds, upbringings and/or moral choices. A mage doesn't necessarily have to be a smart person, but, he has to have come from a mentor (or some tough self-learning) that leaned him towards certain life goals involving knowledge, regardless to whether he feels connected to these goals or not. When I see a werewolf character, I expect him to struggle with issues like self control, self worth... or at least address them in some way due to their inevitable messy nature. Wildermyth, however, doesn't tackle issues like that in any way. Your characters already start as warrior, archer and mage (the only 3 classes of the game) without being tied to anything, and they can transform themselves into wolves, skeletons and elemental forms without any changes in their goals or how society views them whatsoever. It's a shame, because I really like the premise of this game design, but in the end, the lack of worldbuilding being tied to what each class (and transformatiom) can do turned my experience into a big pile of blankness. You do get choice/generated romances, friendships and rivalries, but they also feel empty due to not being tied into morals, upbringings or goals. If this system was tied to meaningful worldbuilding, I feel like my experience would have been 1000x better.",,,,,,,,,,,,,,,,
109,185768751,idk why but i just couldn’t get into this game. i’ve tried really hard and over the course of a couple years but idk. i think the art style of the people throw me off a bit and tbh im always kinda getting lost because i don’t know if there’s a story or not? i’ll try this game again another time,,,,,,,,,,,,,,,,
110,231389506,I really wished i would have liked this game more. im not that unfamiliar with the cozy game genre as i played slime rancher and really enjoyed it but the games pace can be really annoying. you mostly gotta just wait things out and sometimes you will be locked out of progression for days because you didn't do something in the right time. i know a lot of people really like it but its just really boring sometimes and there is almost no thrill in it as the combat can be frustrating at times because you cant switch tools fast and some parts of the game are just repetitive and give almost no reward. the fact that you cant go at your own pace because of the day mechanic and you always gotta go to sleep at the end of each day and just walking home every night after your in the middle of town or somewhere far away can be really boring. yes you can technically just sleep through days but you might skip on some profit you could have gotten if you went mining or fishing instead. overall not a terrible game just i dont understand the appeal and some parts feel more like chores than actuall game,,,,,,,,,,,,,,,,
111,214435469,"Like many of the other reviews stated, the game is broken. I spent a good 30 minutes to an hour reading the negative reviews and crying laughing at how ridiculous the bugs are. So I'll contribute my experience too for others' entertainment. To set the scene, you start a sandbox game loading a pre-made map you've spent 3-5 minutes waiting for to load. Finally finished roleplaying the down-on-his-luck detective waiting aimlessly for something to happen, you decide to pick up a side job from the pinboard of the telephone booth of the random diner you found yourself in. You eagerly pick up the phone to call the associated number for more details only to be told to pick up a phone that's due to ring 2 minutes from then in a café on the other side of the map you aren't yet familiar with. You hang up as soon as you can to make sure you don't miss the call only to be met with ""side quest failed"" before you've even stepped your big toe out the door. Not to worry, after countless hours waiting in real time, you finally get news of a murder to be investigated. You make your way to city hall to pick up the case report and head to the scene of the crime. The place is still riddled with enforcers so you need to be sneaky. You peak your head round the corner and instantly alert everyone in the immediate vicinity including the security system turrets, that kill you within seconds. That's okay, we all make mistakes, thank god there's minimal penalty for your shortcomings. Or so you thought. You wake up standing next to the hospital bed you're supposed to be lying in, with the security system alarm blasting. You're unable to select any of the options on your screen asking you to pay the medical bills or choose to flee resulting in being shot infinitely in the back by turrets while all actions are rendered unavailable because the game thinks you're simultaneously lying in bed AND actively attempting to flee, meaning you can't die! The results are always the same, delete the save and start completely fresh... again. All these exciting game breaking bugs aside, I don't want to miss out the sprinkles of emersion breaking features the game also offers. For example, the lightspeed visual textures that appear when making your way through the vent system. Or, the fact that NPCs will gladly let you wander their homes upon first meeting but refuse to give you their name or even tell you how they're doing. On top of that, the ""choice"" to do things by the law or illegally is non-existent due to the completely uncooperative NPCs at every turn who make you either beat them up, break into their home or steal belongings just to have even a shred of information to work with. It's just ""home invasion simulator"" dressed up as a dystopian detective game. When I played this game in early access I was so excited by this unique concept and promising execution. Now the game is literally unplayable and it doesn't matter what I do, I will inevitably end up dying and having to completely trash the save. I have no hopes that the developers will improve these issues, therefore I do not recommend purchasing the game.",,,,,,,,,,,,,,,,
112,200237627,"I wanted to love this game. I REALLY wanted to love it. But it feels empty and a bit heartless. I keep coming back to it but never finding the point where I go ""YES! THIS IS THE GAME!"". A real shame because I can absolutely feel the potential.",,,,,,,,,,,,,,,,
113,219015513,Trash,,,,,,,,,,,,,,,,
114,226962699,"Would give it a neutral if Steam had the option to Pixel art/animation - 10/10 Gameplay - 4/10 You spend 10% of your time graveyard keeping and 90% doing anything and everything else. The whole red/blue/green research is a MASSIVE negative to me. You will spend a lot of energy just making and remaking tons of stuff just to get those research points going to get the next tech and then just repeat. There are so many workbenches and chests all over the place. To make it worse you can't even expand the chests, you have to build more of them, keeping track of all the items in different places/chests is tiresome.",,,,,,,,,,,,,,,,
115,184017522,"Mixed on this one. Based on the reviews I had really high expectations. The game is a collection of stories and events. Each time you play you'll get a different set of events and when you complete a story your characters go into a ""legacy"" and can be recruited again in future play throughs. My main issue with the game is that the writing is too basic (children's book level + AI generated). There is no grand narrative. The mini stories and events and their random nature don't enrich the main content. Characters form relations and make choices but non of it really matters. Mom died? Oh well. Dad died? Good riddance. Made a pact and am turning into a crow? No one notices. Fell in love with a water elemental? Thank goodness we'll never see him again. Combat elements are okay. The main innovation here is the mage class which attunes to objects and casts spells based on what objects are attuned. Warrior and rogue class are standard. Character leveling is random and not influenced by your play style.",,,,,,,,,,,,,,,,
116,200786933,Had high hopes for this one but minutes into the game and I run into dozens of glitches like getting stuck in an endless loop of restarts when I entered some water. Or random freeze ups. It looks good and maybe on Windows it runs better but I bought it for my Mac to play something chill on the go and this isn't it sadly.,,,,,,,,,,,,,,,,
117,231329942,"I loved this game when I was actually able to play it. I bought it a few days ago and since then have been completely unable to play it consistently without it crashing mid playthrough or on launch. I've tried everything under the sun to get this game to properly function, but it only worsens. Don't waste your money.",,,,,,,,,,,,,,,,
118,228942522,"The game is notoriously grindy. And give you very little joy, it feels more like second job rather than entertainment. On top of that it has stutter problem: you move a lot, and juddery screen really cause strain on your eyes. Someone made a mod to fix it, but how devs couln't do it over so many years? Even then there's additional microfreeze every 10s or so, and it's impossible to fix as it's baked in very old Unity engine.",,,,,,,,,,,,,,,,
119,228241770,Not for me.,,,,,,,,,,,,,,,,
120,231506832,"You really need to buy some DLC to be able to really enjoy this game, and the DLC being so overpriced doesn't make it better. You basically pay for a full extra game just to get a bit of content, and the worst part is, once you paid for it, you're gonna want to keep playing to get your money's worth, and then you'll buy more, and so on. Don't fall into this rabbit hole. At least it plays soothly, that's something.",,,,,,,,,,,,,,,,
121,229524949,"Game is okay, it's just way too scummy, I just wanted to play as an insectoid hive and oh and turns out I need biotech for a mod that makes my insects sapient and not need comfort or beauty, and the DLC prices are insane",,,,,,,,,,,,,,,,
122,229940211,NOT FOR ME! Three times i tried. Starved all the time. Cant hunt with guns... Why? Disabled: [charater name] not drafted. EVERY ♥♥♥♥♥♥ TIME I TRY SOMETHING ELSE PREVENTS ME GOING FORWARD! Some mechanic or another. Game is more a chore than actually fun!! Why play it if your constantly being punished. WHY PUT GUNS IN THE GAME ONLY TO SAY DISABLED NOT DRAFTED. DRAFTED IS ONE OF THE BIGGEST ♥♥♥♥♥♥♥♥ MECHANICS I HAVE EVER SEEN IN A GAME. OH YOU CANT SHOOT A GUN YOUR NOT DRAFTED!!!!!!! ROFLOL...... YEAH REALISM AT ITS BEST UNINSTALL NOT FUN!,,,,,,,,,,,,,,,,
123,214156318,"Cannot get any achievs on ""normal"". You have to play only ""honorable hardcore"" so if you made one missclick desicion - you cannot go back even 1 second. Other annoying things, which I did not mind: You cannot move windows around. You can have only one open window with stats/units at the time, which makes it hard to compare anything. Scaling is ""not recomended"" (or experimental, something like that I forgot), which makes it unplayeble on 4k - it worked tho, so idk what was that about. It was scaling correctly. I missed some tutorial (or maybe accidently missed it), but wiki and reddit was helpful - like trade ingame description is confusing. If you ally someone and that thing leads to war with someone else - you cannot control when your ally sign peace - like you start crushing someone and your ally sign peace = your crushing is over and status quo - like what do you mean, we were winning by a lot? But mainly only those achievs, it is just a big deal for me - sometimes I want to try some option or just want to finish one achiev and ""mutually exlusive achiev"" at the same run in the end and I cannot? I dont want to spend starting all over again just because of one single change at the end after hours of playing. That makes it just stupidly longer. Maybe I will try game later, so far it was frustrating.",,,,,,,,,,,,,,,,
124,229750787,"The battle system is genuinely awful and the game penalises you for interacting with the military. There is 0 benefit in going to war. Whether the devs were going for a social commentary or just have no idea what they're doing idk, but it's a Paradox Grand Strategy Game, not Civ. The only fun thing about this game is the building system. The process of taking raw goods and processing them through multiple levels of production in to better goods is just as fun as it was in Vicky 2. So go play Vicky 2.",,,,,,,,,,,,,,,,
125,230843013,Eugenics sim for ♥♥♥♥♥♥♥.,,,,,,,,,,,,,,,,
126,159572316,"I originally bought Portia on the switch but none of the festivals, or town events, ever worked so I bought it on steam because I genuinely enjoyed the game apart from that issue. After buying it on PC though, I have to say that it runs better on switch. No matter how much i turn the graphics quality down, the lag makes it almost unplayable.",,,,,,,,,,,,,,,,
127,228370556,Too many bugs. Had to give up multiple missions because the quests didn't update like they were supposed to. Half of my time so far has been spent googling what's bugged and how to get around the bugs to play the game.,,,,,,,,,,,,,,,,
128,224590935,"I cannot say if it's a good game or not in the long run. What I *can* say is that it is in no way beginner-friendly. It has a tutorial, but it is not very helpful. The main issue is the UI, because while I can respect the fact that it's a very complicated game, the presentation of information is overwhelming. Let's look at an example, my attempt at the *first* tutorial (which I got 6 hours into before giving up): So, I get a warning that my chosen nation's (relative) status is weakening. To maintain or increase my standing, I need Prestige. This is a ""basket"" resource comprised of other factors, such as GDP, military might, and so on. I'm already building my industries, so I will try to focus more on that. I have recently invented railroads, which needs coal to run, so I decide to build a coal mine while also developing my first railroads. Only one of my provinces presents coal mines as an option, along with a tooltip telling me that a mine will not produce anything. No idea why. I still build it, because while other nations might sell some coal, I don't have anything I could trade for it. After some time, the mine finishes building, and sure enough, produces nothing because nobody goes to work there. There's plenty of job-seekers, so no idea why. Then my railroad finishes building. Oh no, now I need Engines. Engines are produced from Steel, which also needs coal. Probably close to half of my 6 hours of playtime I've spent Paused while looking into menus, trying to find the information that helps me understand something. But honestly, when I started looking at Citizenship policies and I'm presented with probably around 30 effects that policy would have on my society, and I have no idea what any of that means, I'm giving up. I don't mind that abundance of information existing, but a summary (ie. ""This policy grants group X more rights and makes them politically stronger and stable, while weakening and angering group Y."") would be immensely more helpful. I really wish I could get into it, but this is a consistent problem with Paradox games. The tutorial would be much more helpful if it handed down a small nation and guiding you through its development, than tossing you into the gears of an already running complex machine. As it stands learning curve uppercuts you right on the doormat that says ""Welcome"", instead of padding it out in the longer haul.",,,,,,,,,,,,,,,,
129,224611353,I start at 0 meanwhile AI start at 100 wth is this?,,,,,,,,,,,,,,,,
130,223431275,"If you like a game which is so incredibly complex it is almost imposible to learn, then this game is for you. Your fate will be to watch endles hours of tutorials on youtube trying to figure out why what you are doing is totally wrong. Good luck with that. Some people who post up thes tutorials speak much too fast and their pushing of hot buttins are just a blur. The only reason why I persisted with it is because if it was not so rediculously complex, it would be a very good nation building game.",,,,,,,,,,,,,,,,
131,224576883,"This game is best suited for individuals who don't actually want to play a game but instead want a interactive screen saver or a rarely interesting incredibly slow paced economic sim. When considering purchasing this ""game"" one must sit and ponder just how much time they are willing to waste to play this game as intended by the developers. On average without any mods construction which is a key component of the ""gameplay"" and essential for economic growth progresses at a absolute snails pace with your whole nation's worth of budget and construction sectors only able to build maybe 14 buildings in about 24 in game weeks for each building. However you might be thinking ""Hay it can't be that bad it's only one aspect of the game and since this is a paradox game surly the war/military can't be that bad"" but you'd be mistaken. As some might know, normally in paradox games such as Victoria 2, EU4, Imperator Rome, or Hearts of Iron you manually command your armies about the map which gives the player something to do while waiting for things such as buildings to be completed or colonies to finish and is generally the most entertaining part of these games. But this time in Vitoria 3 paradox decided to completely gut the war system and instead replaced player controlled armies and navies with brain dead ""generals"" which take their 369 unit army consisting of artillery, tanks, and trench infantry and then engage a army of 15 units with 5 units entirely consisting of artillery and get curb stomped. As far as I'm concerned paradox might as well rip the masks off of their carefully crafted 3D generals and expose them for the dice rolls they really are because every war and battle is nothing more then a series of dice rolls that care nothing for strategy. You might read this and think ""well the economy might be entirely dependent on waiting for buildings to build and the war system is made of dice but at least there might be interesting political gameplay"" but once again you'd be wrong. Much like the war system the political system is heavily dependent on chance as it's actually a spinner hidden from view that decides if the policy passes or fails but don't worry because you can rig the spinner by making deals with your choice of political group. As previously mentioned this game is best used as a screen saver as the only time I really ""play"" this game is when I'm doing something else while this game runs in the background. For those that are unaware it should also be mentioned that this game like all other paradox games are purposely released and left in a incomplete state acting as a framework which paradox will slowly parcel out minor features like a navy update or ""flavor"" and charge around 25 dollars for something which should have been in the game upon release but they feel the oh so greedy need to charge for because they know their community will keep paying for what other companies would consider a patch.",,,,,,,,,,,,,,,,
132,220705004,Fundamentally flawed in a way no DLC or mod could ever fix,,,,,,,,,,,,,,,,
133,231848550,I ♥♥♥♥♥♥♥ HATE THIS GAME .,,,,,,,,,,,,,,,,
134,176197274,"i have no idea how this thing is getting overwhelmingly positive reviews without paying for them. ive tried again and again for 7 hours to to enjoy this game and i just dont, the stories are intriguing to a point but really lose their luster fast, the combat is meh really, the just constant every minute of the game monsters oh hey were stronger oh hey we grew again you can spend some points to get a 30 second repreive. honestly wish i could get my money back games like this really make miss game stop, glad i waited till it was on sale wasnt a total loss. now to the trash bin with it",,,,,,,,,,,,,,,,
135,230857892,Everything costs money. I'm sure you know it by now but Paralives is out and all simmers who are tired of EAs greed is moving over. They may still be in early access/ development right now but I'm switching over. I rather wait and stick with an indie team that cares about their communities feedback then stay with a company that has the resources to push out more and at a quicker pace but chooses to implement a paywall for every single thing. I wish I could get refunds on my packs.,,,,,,,,,,,,,,,,
136,156356072,"I really wanted to like this game, as I adore cozy games, being a cozy little guy myself. The thing is, the world feels kind of empty and one dimensional, the combat is boring, and progression isn't satisfying. There's no motivation to explore, as chests and secrets are more or less useless, and much of the environment feels stamped and homogeneous. Once you get past the light saturation, it could be a very pretty game with just a touch more effort. I'm all for the cartoon art style, but something about this doesn't quite hit right. Maybe it goes back to the lighting engine. Very flat shadows, nothing pretty to look at volumetrically or even on backdrops such as stars or sunsets. The combat is so bland and repetitive that I actually found myself dreading it and going out of my way to avoid it. There's no gimmicks, let alone actual mechanics. It's just ping pong with damage numbers. And as for item progression, you start out with a small backpack that forces you to shuttle items like mad, and end with a bunch of chests to dump items from a backpack that never quite gets large enough. So you end where you started. Shuttling items like mad. Except now you have to sort everything. And weapons change a little bit. Also at some point five gidgets made one gadget but now a hundred widgets make one wadget. They forced a little Stardew Valley in there somehow with the whole relationship thing. But without the rich storytelling it was just sort of there. I wasn't drawn into that at all. It's a cute game, and I adore the concept. I would definitely buy it on sale, but don't expect a lot from it. Maybe a few days at best, but don't expect replayability or to stay entertained for very long.",,,,,,,,,,,,,,,,
137,226426253,"The near thousand hours Steam says I've put in feel kind of misleading - but even if you only count the times I've actually played an entire character through, without mod troubleshooting or false starts, it's still a lot of hours. And they've been fun hours! I really really want to like this game, and I really really want to keep playing it. So why the ""not recommend""? I just keep thinking about the one experience that makes me not want to go back to this game, despite all that. I was playing the Wallada bint Al-Mustakfi bookmark start, which starts you as a Muslim poet adventurer in Spain. Really fascinating woman in history, and I wanted to try out the adventurer mechanics. Eventually, I got to the point where I could host a Camp Revelry and invite the leader of the Almoravids himself, as well as his family. All well and good... until a random member of my camp murdered his son and heir. Immediately really interesting, right? It's a story that writes itself, an event that could shape the history of the rest of the game - on TV this would be an incredible cliffhanger. And the game presents me with the perfect options for it. Do I keep the murder a secret? That could mean protecting myself and my camp from the potential ramifications of having someone in my own camp kill the prince of the Almoravids. Or do I reveal the killer? That's risky, but could show I wasn't responsible for his actions in the hopes that the king will be less wrathful. Thinking carefully, I chose to reveal the murderer, and... Nothing happens. Nothing happens at all. The murderer was put in my own prison instead, and I can't even execute him despite the severity of his crime, for some reason. The leader of the Almoravids has no reaction to his son being killed during this event. My relationship with him doesn't change. The entire camp revelry activity moves on as if this event, something that should cause total upheaval in my camp and in the Almoravid dynasty, was just another Tuesday. And that's just... boring? What's even the point of having a random murder event if there's no consequences? Why can a random murder target in a random activity target emperors and heirs if their families don't care? What is the point of the event system at all if it can't actually be used to tell meaningful stories? And that's the entire problem with this game, the event system. The events are everywhere in this game, to the point there are multiple paid DLCs that consist entirely of events or are glorified events, and none of it matters. The majority of events involve completely random characters that are generated on-the-fly for the event, and are then deleted, so it's impossible for there to be actual narrative consequences. Many other events are simplistic ""raise your relationship with a character, lower it with another"" or ""have two characters increase or decrease their relationship with another,"" but this is narratively toothless because these relationship scores barely matter. As the player, keeping them raised is completely trivial, and with NPC-to-NPC relationships, it's effectively invisible. Even with NPCs that should be important, only events in the same event chain have any continuity, so there's no drama. Most decisions you make in events involving, say, your vassals, only affect their relationship points with you and/or with each other... and that's it. A common type of event is two vassals asking you to choose which of them you favor, but nobody ""remembers"" your choices here. It'll raise your relationship points with the one you favor, but he won't bring it up later in an unrelated event to show his loyalty to you. It'll cause the relationship values between the two vassals to decrease if you fail a diplomacy check, but this won't ever cause a spiral where your slighted vassals ally with each other and take sides, because none of your other vassals or their friends or family care. Is expecting a detailed simulation of interpersonal character dynamics unreasonable? Maybe. But there are so many events, some of which you pay money for, and so many of them are repetitive and uninteresting and don't make any meaningful difference in the narrative of the game. This is a game that wants to be about roleplaying and characters just as much as, if not more than, strategy, where the roleplaying isn't interesting and the characters feel lifeless. It feels like the Sims but you have to read a bad book every 30 seconds. And, yeah, I'd probably be able to forgive this more if the writing was up to par. It's not. It's legitimately embarrassing. The writing feels downright juvenile, between the constant toilet humor and the writing about sex that would feel subpar even for dime-store bodice rippers, but all of the writing is bad. I'm a writer and it's hard to describe it other than that it feels like it's written for high schoolers, if that. The prose and dialogue are stiff and clunky, especially because the events are designed to slot in with every possible character on the map, regardless of culture, personality, or religion. This results in prose and dialogue that feel like mad libs - just look how many times the writing is very clearly written for Christian characters first, and then has to awkwardly rename ""angels"" and ""devils"" or ""the Bible"" to make it work for every other religion in the game. This is all made to feel even more embarrassing and juvenile because of the animations. For all the pride Paradox put into the 3D character models, the animations are simultaneously overanimated and stiff and awkward. You'll get sick of seeing the animation for a character gesturing angrily for ten seconds really fast, and characters doing the same ""raise goblet and drink"" animation at the exact same time just looks stupid. Ultimately, this just feels like how I really wanted to enjoy Skyrim, but couldn't, no matter how much I tried to mod it into something I'd enjoy more. I just don't think this part of the game is salvageable. Even with a huge amount of rewrites, even reanimating all of the awkward animations, you'd need to seriously overhaul how the events function from the ground up. The alternative is to wait for seasons and seasons of DLC to make the moment-to-moment gameplay more interesting, without relying on the events at all, and the game's heading in the right direction for that... but it's just not there yet. And, in its current form, I don't think it's worth it.",,,,,,,,,,,,,,,,
138,229711910,"i want to love this game, but cant seem to stay hooked.",,,,,,,,,,,,,,,,
139,226839023,"plz fix this game. settlers ignore direct orders, even when given multiple times or even unassigning all tasks except the one i want them to do, they still do other random tasks. settlers floating thru air when walking on mountain terrain. the urgent haul marker not marking anything after a long play time.",,,,,,,,,,,,,,,,
140,207266336,"I really want to enjoy this game. The idea of a procedurally-generated detective-style game is fantastic. I love the setting this game has built and even if the mysteries can be a bit straightforward at times (or completely nonsensical at others). I still enjoy finding all the small clues that tie everything together. With that being said, after having only played for a short period I can already say that the number of bugs and generation issues is frustrating. Whether it's a main street being almost completely blocked by market stalls and pillars that spawned in the middle of the road or the fact that the only set of fingerprints on an anagram revealing the killer's name don't register as the killer's in resolution forms even when you take the fingerprint from the killer as well. Not to mention spending 1.5 hours decorating an apartment in game once only for all work to be undone upon attempting to move a singular piece to storage, which caused the entire room to irreversibly and permanently de-render and make all my work invisible even after going back several saves to before I even rented the apartment. It's annoying to have to relaunch to fix a bugged npc hitting an alarm on repeat or make it so people will work their hours at a clearly opened store, but it's even more annoying when you're doing that multiple times per half hour. Hopefully the devs actually include workshop integration later this year so people who care for this game more than they do can make it more playable without needing to go outside of Steam for moddability.",,,,,,,,,,,,,,,,
